DATE,DD,MES,ANO,DIA,FECHA,INCIDENCIA,MEDIA_MOVIL
06/03/2020,06,03,2020,1,20200306,0.0,0.0
07/03/2020,07,03,2020,2,20200307,0.0,0.0
08/03/2020,08,03,2020,3,20200308,0.0,0.0
09/03/2020,09,03,2020,4,20200309,0.0,0.0
10/03/2020,10,03,2020,5,20200310,0.0,0.0
11/03/2020,11,03,2020,6,20200311,0.0,0.0
12/03/2020,12,03,2020,7,20200312,0.0,0.0
13/03/2020,13,03,2020,8,20200313,0.0,0.0
14/03/2020,14,03,2020,9,20200314,0.0,0.0
15/03/2020,15,03,2020,10,20200315,0.0,0.0
16/03/2020,16,03,2020,11,20200316,0.0,0.0
17/03/2020,17,03,2020,12,20200317,0.0,0.0
18/03/2020,18,03,2020,13,20200318,0.0,0.0
19/03/2020,19,03,2020,14,20200319,0.0,0.0
20/03/2020,20,03,2020,15,20200320,0.0,0.0
21/03/2020,21,03,2020,16,20200321,0.0,0.0
22/03/2020,22,03,2020,17,20200322,0.0,0.0
23/03/2020,23,03,2020,18,20200323,0.0,0.0
24/03/2020,24,03,2020,19,20200324,0.0,0.0
25/03/2020,25,03,2020,20,20200325,0.0,0.0
26/03/2020,26,03,2020,21,20200326,0.0,0.0
27/03/2020,27,03,2020,22,20200327,0.0,0.0
28/03/2020,28,03,2020,23,20200328,0.0,0.0
29/03/2020,29,03,2020,24,20200329,0.0,0.0
30/03/2020,30,03,2020,25,20200330,0.0,0.0
31/03/2020,31,03,2020,26,20200331,0.0,0.0
01/04/2020,01,04,2020,27,20200401,0.0,0.0
02/04/2020,02,04,2020,28,20200402,0.0,0.0
03/04/2020,03,04,2020,29,20200403,0.0,0.0
04/04/2020,04,04,2020,30,20200404,0.0,0.0
05/04/2020,05,04,2020,31,20200405,0.0,0.0
06/04/2020,06,04,2020,32,20200406,0.1,0.0
07/04/2020,07,04,2020,33,20200407,0.4,0.1
08/04/2020,08,04,2020,34,20200408,0.4,0.1
09/04/2020,09,04,2020,35,20200409,0.0,0.1
10/04/2020,10,04,2020,36,20200410,0.3,0.2
11/04/2020,11,04,2020,37,20200411,1.6,0.4
12/04/2020,12,04,2020,38,20200412,0.4,0.5
13/04/2020,13,04,2020,39,20200413,1.4,0.6
14/04/2020,14,04,2020,40,20200414,1.7,0.8
15/04/2020,15,04,2020,41,20200415,2.0,1.1
16/04/2020,16,04,2020,42,20200416,4.5,1.7
17/04/2020,17,04,2020,43,20200417,1.6,1.9
18/04/2020,18,04,2020,44,20200418,4.2,2.3
19/04/2020,19,04,2020,45,20200419,0.4,2.3
20/04/2020,20,04,2020,46,20200420,3.0,2.5
21/04/2020,21,04,2020,47,20200421,2.4,2.6
22/04/2020,22,04,2020,48,20200422,5.1,3.0
23/04/2020,23,04,2020,49,20200423,4.6,3.0
24/04/2020,24,04,2020,50,20200424,7.5,3.9
25/04/2020,25,04,2020,51,20200425,2.4,3.6
26/04/2020,26,04,2020,52,20200426,0.5,3.6
27/04/2020,27,04,2020,53,20200427,8.8,4.5
28/04/2020,28,04,2020,54,20200428,8.3,5.3
29/04/2020,29,04,2020,55,20200429,14.0,6.6
30/04/2020,30,04,2020,56,20200430,7.4,7.0
01/05/2020,01,05,2020,57,20200501,5.0,6.6
02/05/2020,02,05,2020,58,20200502,3.2,6.7
03/05/2020,03,05,2020,59,20200503,0.9,6.8
04/05/2020,04,05,2020,60,20200504,7.0,6.5
05/05/2020,05,05,2020,61,20200505,5.8,6.2
06/05/2020,06,05,2020,62,20200506,6.3,5.1
07/05/2020,07,05,2020,63,20200507,5.1,4.7
08/05/2020,08,05,2020,64,20200508,4.6,4.7
09/05/2020,09,05,2020,65,20200509,5.8,5.1
10/05/2020,10,05,2020,66,20200510,1.3,5.1
11/05/2020,11,05,2020,67,20200511,5.6,4.9
12/05/2020,12,05,2020,68,20200512,11.0,5.7
13/05/2020,13,05,2020,69,20200513,13.8,6.8
14/05/2020,14,05,2020,70,20200514,14.4,8.1
15/05/2020,15,05,2020,71,20200515,9.8,8.8
16/05/2020,16,05,2020,72,20200516,9.7,9.4
17/05/2020,17,05,2020,73,20200517,1.1,9.4
18/05/2020,18,05,2020,74,20200518,9.6,9.9
19/05/2020,19,05,2020,75,20200519,12.5,10.1
20/05/2020,20,05,2020,76,20200520,17.9,10.7
21/05/2020,21,05,2020,77,20200521,16.9,11.1
22/05/2020,22,05,2020,78,20200522,22.4,12.9
23/05/2020,23,05,2020,79,20200523,16.3,13.8
24/05/2020,24,05,2020,80,20200524,4.6,14.3
25/05/2020,25,05,2020,81,20200525,20.3,15.8
26/05/2020,26,05,2020,82,20200526,15.2,16.2
27/05/2020,27,05,2020,83,20200527,18.0,16.3
28/05/2020,28,05,2020,84,20200528,20.6,16.8
29/05/2020,29,05,2020,85,20200529,18.2,16.2
30/05/2020,30,05,2020,86,20200530,12.3,15.6
31/05/2020,31,05,2020,87,20200531,2.6,15.3
01/06/2020,01,06,2020,88,20200601,8.3,13.6
02/06/2020,02,06,2020,89,20200602,13.0,13.3
03/06/2020,03,06,2020,90,20200603,7.2,11.8
04/06/2020,04,06,2020,91,20200604,5.5,9.6
05/06/2020,05,06,2020,92,20200605,6.4,7.9
06/06/2020,06,06,2020,93,20200606,8.1,7.3
07/06/2020,07,06,2020,94,20200607,4.5,7.6
08/06/2020,08,06,2020,95,20200608,9.7,7.8
09/06/2020,09,06,2020,96,20200609,9.2,7.2
10/06/2020,10,06,2020,97,20200610,11.7,7.9
11/06/2020,11,06,2020,98,20200611,8.0,8.2
12/06/2020,12,06,2020,99,20200612,8.8,8.6
13/06/2020,13,06,2020,100,20200613,11.4,9.0
14/06/2020,14,06,2020,101,20200614,2.4,8.7
15/06/2020,15,06,2020,102,20200615,8.0,8.5
16/06/2020,16,06,2020,103,20200616,10.2,8.6
17/06/2020,17,06,2020,104,20200617,13.1,8.9
18/06/2020,18,06,2020,105,20200618,8.8,9.0
19/06/2020,19,06,2020,106,20200619,12.2,9.5
20/06/2020,20,06,2020,107,20200620,9.6,9.2
21/06/2020,21,06,2020,108,20200621,5.0,9.6
22/06/2020,22,06,2020,109,20200622,14.4,10.5
23/06/2020,23,06,2020,110,20200623,11.0,10.6
24/06/2020,24,06,2020,111,20200624,11.9,10.4
25/06/2020,25,06,2020,112,20200625,11.3,10.8
26/06/2020,26,06,2020,113,20200626,19.4,11.8
27/06/2020,27,06,2020,114,20200627,15.9,12.7
28/06/2020,28,06,2020,115,20200628,7.6,13.1
29/06/2020,29,06,2020,116,20200629,7.6,12.1
30/06/2020,30,06,2020,117,20200630,14.8,12.7
01/07/2020,01,07,2020,118,20200701,14.3,13.0
02/07/2020,02,07,2020,119,20200702,15.1,13.5
03/07/2020,03,07,2020,120,20200703,15.1,12.9
04/07/2020,04,07,2020,121,20200704,16.0,12.9
05/07/2020,05,07,2020,122,20200705,4.9,12.5
06/07/2020,06,07,2020,123,20200706,9.2,12.8
07/07/2020,07,07,2020,124,20200707,15.2,12.8
08/07/2020,08,07,2020,125,20200708,12.6,12.6
09/07/2020,09,07,2020,126,20200709,6.0,11.3
10/07/2020,10,07,2020,127,20200710,32.3,13.7
11/07/2020,11,07,2020,128,20200711,22.3,14.6
12/07/2020,12,07,2020,129,20200712,7.1,15.0
13/07/2020,13,07,2020,130,20200713,9.6,15.0
14/07/2020,14,07,2020,131,20200714,16.0,15.1
15/07/2020,15,07,2020,132,20200715,23.2,16.7
16/07/2020,16,07,2020,133,20200716,23.2,19.1
17/07/2020,17,07,2020,134,20200717,15.6,16.7
18/07/2020,18,07,2020,135,20200718,29.3,17.7
19/07/2020,19,07,2020,136,20200719,9.2,18.0
20/07/2020,20,07,2020,137,20200720,14.8,18.8
21/07/2020,21,07,2020,138,20200721,46.3,23.1
22/07/2020,22,07,2020,139,20200722,58.8,28.2
23/07/2020,23,07,2020,140,20200723,38.5,30.4
24/07/2020,24,07,2020,141,20200724,44.9,34.5
25/07/2020,25,07,2020,142,20200725,52.0,37.8
26/07/2020,26,07,2020,143,20200726,13.3,38.4
27/07/2020,27,07,2020,144,20200727,57.1,44.4
28/07/2020,28,07,2020,145,20200728,19.3,40.5
29/07/2020,29,07,2020,146,20200729,44.5,38.5
30/07/2020,30,07,2020,147,20200730,63.4,42.1
31/07/2020,31,07,2020,148,20200731,79.6,47.0
01/08/2020,01,08,2020,149,20200801,75.6,50.4
02/08/2020,02,08,2020,150,20200802,12.1,50.2
03/08/2020,03,08,2020,151,20200803,85.3,54.3
04/08/2020,04,08,2020,152,20200804,70.6,61.6
05/08/2020,05,08,2020,153,20200805,102.1,69.8
06/08/2020,06,08,2020,154,20200806,101.2,75.2
07/08/2020,07,08,2020,155,20200807,83.0,75.7
08/08/2020,08,08,2020,156,20200808,75.4,75.7
09/08/2020,09,08,2020,157,20200809,14.0,76.0
10/08/2020,10,08,2020,158,20200810,83.0,75.6
11/08/2020,11,08,2020,159,20200811,83.5,77.5
12/08/2020,12,08,2020,160,20200812,93.5,76.2
13/08/2020,13,08,2020,161,20200813,104.2,76.6
14/08/2020,14,08,2020,162,20200814,82.6,76.6
15/08/2020,15,08,2020,163,20200815,63.1,74.8
16/08/2020,16,08,2020,164,20200816,13.8,74.8
17/08/2020,17,08,2020,165,20200817,84.9,75.1
18/08/2020,18,08,2020,166,20200818,71.7,73.4
19/08/2020,19,08,2020,167,20200819,104.9,75.0
20/08/2020,20,08,2020,168,20200820,175.9,85.3
21/08/2020,21,08,2020,169,20200821,91.6,86.6
22/08/2020,22,08,2020,170,20200822,113.3,93.7
23/08/2020,23,08,2020,171,20200823,6.6,92.7
24/08/2020,24,08,2020,172,20200824,46.2,87.2
25/08/2020,25,08,2020,173,20200825,109.8,92.6
26/08/2020,26,08,2020,174,20200826,61.4,86.4
27/08/2020,27,08,2020,175,20200827,64.5,70.5
28/08/2020,28,08,2020,176,20200828,23.2,60.7
